param,value
step_factor--right--ZoomBlurTransform,0.007248507958427816
by_channels--EqualizeTransform,0.007053789452429315
blur_limit--left--BlurTransform,0.006885807024810656
quality_range--right--CompressionTransform,0.006885060034202072
unit_size_range--left--GridDropoutTransform,0.006882454068197566
mode--EqualizeTransform,0.006826439553757799
blur_limit--right--MotionBlurTransform,0.006750079847724191
fill--OpticalDistortionTransform,0.006656275274630832
direction_range--left--MotionBlurTransform,0.006594822040140865
radius--right--DefocusTransform,0.006521072642795744
fill--GridDropoutTransform,0.006377285856397099
scale--right--PerspectiveTransform,0.006361537954072095
blur_limit--GaussianBlurTransform,0.006356011195224184
alpha--right--EmbossTransform,0.00628917292578695
sigma_limit--left--GaussianBlurTransform,0.0060647457707095264
direction_range--right--MotionBlurTransform,0.006029671963447162
quality_range--left--CompressionTransform,0.005769112925243801
hole_height_range--left--CoarseDropoutTransform,0.0056820775990634185
num_holes_range--right--CoarseDropoutTransform,0.005283202294117009
blur_limit--right--MedianBlurTransform,0.0050755494471090715
operation--MorphologicalTransform,0.005070085089969198
hole_height_range--right--CoarseDropoutTransform,0.0050045143587713024
fill--PerspectiveTransform,0.004874938122676621
blur_limit--left--MedianBlurTransform,0.004460664491631313
compression_type--CompressionTransform,0.004369093651753868
angle_range--left--MotionBlurTransform,0.003858118215617642
strength--left--EmbossTransform,0.0038162596708427765
idx_choice--2,0.0036512710188231832
idx_choice--3,0.003389060083808344
g_shift_limit--right--RGBShiftTransform,0.0033798495956134226
threshold_range--left--SolarizeTransform,0.003333001616490489
per_channel--PixelDropoutTransform,0.0030131990017369364
num_holes_range--left--CoarseDropoutTransform,0.002991784676146326
gamma_limit--left--GammaTransform,0.0029345780955175008
radius--left--DefocusTransform,0.0026611363069603713
scale_limit--right--ShiftScaleRotateTransform,0.0025716947131277277
shift_limit--left--ShiftScaleRotateTransform,0.0025236100497155758
brightness_coeff--SnowTransform,0.0025033743117395756
secondary_distortion_limit--right--ChromaticAberrationTransform,0.002236458969353926
alias_blur--right--DefocusTransform,0.002103653745316587
sigma_limit--right--GaussianBlurTransform,0.002098759429945446
scale--left--MorphologicalTransform,0.002022092319374919
scale--right--MorphologicalTransform,0.0018655254647444385
idx_choice--4,0.0018323289278536397
rotate_limit--right--ShiftScaleRotateTransform,0.0018042659207787352
gamma_limit--right--GammaTransform,0.001765462425723934
allow_shifted--MotionBlurTransform,0.0016869276915609352
method--SharpenTransform,0.0016580777152389163
hole_width_range--left--CoarseDropoutTransform,0.001546995186991856
fill--ShiftScaleRotateTransform,0.0015015588033226637
hole_width_range--right--CoarseDropoutTransform,0.001358814805765742
idx_choice--1,0.0013472970930119008
rotate_limit--left--ShiftScaleRotateTransform,0.0012120405380847798
shift_limit--right--ShiftScaleRotateTransform,0.0011542306377547319
alias_blur--left--DefocusTransform,0.001097736722312221
scale_range--right--DownscaleTransform,0.0010956129134575632
scale_range--left--DownscaleTransform,0.0009636146014707509
per_channel--RainbowTransform,0.0009018841356428747
mode--ChromaticAberrationTransform,0.0008772016024618859
idx_choice--0,0.0008093595095948128
idx_choice--6,0.0007836908121628624
secondary_distortion_limit--left--ChromaticAberrationTransform,0.00011142770791951414
num_bits--PosterizeTransform,5.951366896079377e-05
strength--right--EmbossTransform,5.5577540083761364e-05
threshold_range--right--SolarizeTransform,4.773215203719411e-05
scale_limit--left--ShiftScaleRotateTransform,2.690603618429883e-05
