param,value
lightness--right--SharpenTransform,0.0012355878135953651
step_factor--left--ZoomBlurTransform,0.0010821745546267523
secondary_distortion_limit--right--ChromaticAberrationTransform,0.0010432228510180602
idx_choice--4,0.0009334298307588783
hole_height_range--left--CoarseDropoutTransform,0.0008128916050876644
mean_range--right--GaussNoiseTransform,0.0006637440372401566
multiplier--right--MultiplicativeNoiseTransform,0.0003994775764648875
std_range--left--GaussNoiseTransform,0.0002709167130503698
idx_choice--6,0.00022867506084272955
scale--RainbowTransform,0.0001975534595172704
fill--CoarseDropoutTransform,0.00012547580914588593
noise_scale_factor--GaussNoiseTransform,7.013952991937817e-05
